PRIMARY_KEY,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category
2011,2170,"CDI","ct_9","C","QA","526e","tr_2","03",22359,"O"
2017,1820,"AUT","ct_1","C","PZ","341a","tr_5","03",23289,"O"
2018,417,"CDI","ct_9","C","IZ","561d","tr_0","03",5896,"O"
2024,1820,"AUT","ct_2","C","OZ","621f","tr_2","03",21257,"O"
2027,652,"CDI","ct_8","C","QB","526d","tr_4","03",12841,"O"
2031,1818,"CDI","ct_9","C","KZ","467a","tr_2","03",34112,"O"
2033,1196,"CDI","ct_9","C","QA","526b","tr_4","03",15398,"O"
2044,1820,"CDI","ct_8","C","QB","434f","tr_3","03",18971,"O"
2045,1708,"CDI","ct_9","C","GZ","462b","tr_1","03",31291,"O"
2052,1818,"CDI","ct_8","C","QB","526d","tr_5","63",22003,"O"
2060,1820,"CDI","ct_9","C","MA","388a","tr_3","75",57098,"O"
2063,2160,"CDI","ct_9","C","HZ","546c","tr_4","03",29205,"O"
2065,2152,"CDI","ct_9","C","QA","526e","tr_2","03",25570,"O"
2066,877,"CDI","ct_9","C","CA","684a","tr_3","03",8203,"O"
2068,1820,"CDI","ct_8","C","SZ","382d","tr_1","63",36799,"O"
2069,1192,"CDI","ct_8","P","QB","526a","tr_6","03",14709,"O"
2071,1825,"CDI","ct_9","C","HZ","526e","tr_5","03",16758,"O"
2073,1776,"CDI","ct_9","C","CA","625f","tr_4","03",23945,"O"
2076,1729,"CDI","ct_9","C","CL","385a","tr_6","03",36622,"O"
2079,171,"CDD","ct_3","C","QB","431f","tr_5","03",3595,"O"
2083,648,"APP","ct_9","C","SZ","562b","tr_1","63",5339,"A"
2084,1564,"CDI","ct_9","P","QB","525d","tr_3","03",15673,"O"
2087,1764,"CDI","ct_9","C","HZ","546c","tr_3","03",20515,"O"
2093,1796,"CDI","ct_9","C","CL","623g","tr_6","71",22354,"O"
2094,1859,"CDI","ct_9","C","CG","486b","tr_4","03",34823,"O"
2095,499,"CDI","ct_9","C","IZ","561b","tr_1","03",7799,"O"
2101,1944,"CDI","ct_9","C","GZ","462b","tr_1","63",24606,"O"
2105,1978,"CDI","ct_9","C","QA","526a","tr_5","03",21842,"O"
2106,2075,"CDI","ct_9","C","GZ","636a","tr_2","03",19366,"O"
2116,1730,"CDI","ct_9","C","GZ","478c","tr_2","03",18774,"O"
2139,1702,"CDI","ct_9","P","MA","676a","tr_3","03",17675,"O"
2145,1855,"CDI","ct_9","C","CE","484a","tr_6","03",53767,"O"
2148,892,"CDI","ct_8","P","QB","526a","tr_6","03",13906,"O"
2159,1802,"CDI","ct_9","C","CI","473b","tr_4","03",22661,"O"
2160,1812,"CDI","ct_9","C","FZ","671c","tr_3","03",23932,"O"
2174,1663,"CDI","ct_9","C","FZ","681a","tr_3","03",21100,"O"
2189,1277,"CDI","ct_9","C","MA","542a","tr_1","03",12640,"O"
2195,168,"CDI",NA,"C","QB","525d",NA,"63",2998,"O"
2197,194,"CDD","ct_1","P","IZ","523b","tr_2","03",2801,"O"
2199,1891,"CDI","ct_9","C","FZ","477b","tr_2","63",24715,"O"
2200,1604,"CDI","ct_9","C","PZ","423a","tr_1","03",10270,"O"
2206,1820,"CDI","ct_8","C","QB","526d","tr_4","23",19148,"O"
2212,159,"CDI","ct_9","P","QA","526e","tr_0","03",1528,"O"
2214,1820,"CDI","ct_9","C","QA","431f","tr_5","03",27709,"O"
2217,1843,"CDI","ct_9","C","NZ","534a","tr_4","63",19452,"O"
2219,1599,"CDI","ct_9","C","FZ","632a","tr_1","03",17311,"O"
2229,1501,"CDI","ct_9","P","KZ","467a","tr_6","03",27492,"O"
2235,300,"CDI",NA,"C","MC","643a",NA,"03",2227,"O"
2238,1891,"CDI","ct_9","C","FZ","477b","tr_2","63",24408,"O"
2249,510,"CDI","ct_8","P","QB","563b","tr_4","03",4391,"O"
2252,1534,"CDI","ct_9","C","GZ","551a","tr_6","03",15312,"O"
2267,634,"CDI","ct_9","C","FZ","632j","tr_1","03",9449,"O"
2269,1393,"CDI","ct_9","C","GZ","552a","tr_3","03",11400,"O"
2277,1151,"CDI","ct_9","P","FZ","542a","tr_1","03",13724,"O"
2292,1328,"CDI","ct_9","C","SZ","562b","tr_1","03",13618,"O"
2293,1820,"CDI","ct_9","C","KZ","467a","tr_6","03",27629,"O"
2305,1711,"CDI","ct_9","C","LZ","554a","tr_1","03",19082,"O"
2308,1834,"CDI","ct_9","C","CG","475b","tr_4","03",44317,"O"
2317,1365,"CDI","ct_9","C","EZ","628e","tr_3","71",14655,"O"
2321,1820,"CDI","ct_9","C","HZ","546b","tr_3","03",18659,"O"
2332,312,"CDI","ct_9","P","PZ","423a","tr_1","04",3160,"O"
2340,1820,"CDI","ct_9","C","CJ","374c","tr_4","13",38916,"O"
2344,130,"CDI",NA,"C","CA","554a",NA,"04",2314,"O"
2347,1820,"CDI","ct_8","C","OZ","434b","tr_2","04",19395,"O"
2348,1810,"CDI","ct_9","C","GZ","374a","tr_1","04",33753,"O"
2358,1820,"CDI","ct_9","C","MA","384a","tr_1","04",43870,"O"
2359,2012,"CDI","ct_8","C","QB","434e","tr_4","04",20295,"O"
2361,1936,"CDI","ct_9","C","NZ","534a","tr_5","13",19350,"O"
2367,1580,"CDI","ct_9","C","IZ","636d","tr_2","04",19262,"O"
2369,1820,"CDI","ct_4","C","SZ","461b","tr_3","13",25500,"O"
2371,1222,"CDI","ct_9","C","IZ","561d","tr_1","04",7106,"O"
2376,803,"CDI","ct_7","N","QB","563b","tr_1","04",9371,"O"
2377,1630,"CDD","ct_6","C","FZ","681a","tr_1","04",12405,"O"
2380,858,"CDI","ct_9","C","IZ","488a","tr_5","13",9648,"O"
2384,1486,"CDI","ct_9","P","GZ","551a","tr_3","04",12794,"O"
2394,1670,"CDI","ct_9","C","GZ","374a","tr_1","04",31298,"O"
2396,1672,"CDI","ct_9","C","FZ","632k","tr_1","04",21647,"O"
2400,145,"CDI",NA,"C","QB","526d",NA,"04",1813,"O"
2405,1701,"CDI","ct_8","C","QB","434d","tr_3","04",14759,"O"
2406,1792,"CDI","ct_3","C","QA","526d","tr_5","06",20604,"O"
2411,1435,"CDI","ct_8","C","QB","526a","tr_4","04",9291,"O"
2416,1799,"CDI","ct_9","P","GZ","554a","tr_3","04",18826,"O"
2420,1605,"CDI","ct_9","P","MA","461f","tr_6","13",24311,"O"
2423,1589,"CDI","ct_9","C","IZ","636d","tr_4","13",19888,"O"
2427,1788,"CDI","ct_9","C","CE","543f","tr_6","04",49260,"O"
2432,1799,"CDI","ct_9","C","GZ","543h","tr_3","04",21722,"O"
2435,1820,"CDI","ct_9","C","KZ","467a","tr_6","04",27836,"O"
2444,2029,"CDI","ct_9","C","GZ","551a","tr_2","04",21718,"O"
2449,1814,"CDI","ct_9","C","HZ","641a","tr_2","04",18376,"O"
2470,2021,"CDI","ct_9","P","CE","475b","tr_6","04",14329,"O"
2473,491,"CDI","ct_6","C","FZ","681a","tr_1","04",5168,"O"
2479,1820,"CDI","ct_9","C","QA","526a","tr_5","04",42783,"O"
2501,1628,"CDI","ct_9","C","GZ","676e","tr_2","04",13135,"O"
2505,1294,"CDI","ct_9","P","QA","431f","tr_5","05",20477,"O"
2506,2651,"CDI","ct_3","C","QA","332b","tr_6","04",49487,"O"
2519,1829,"CDI","ct_9","C","GZ","551a","tr_3","04",22070,"O"
2522,803,"CDI","ct_9","C","QA","542a","tr_5","04",9200,"O"
2551,1829,"CDI","ct_9","C","GZ","551a","tr_3","04",22880,"O"
2561,1068,"CDI","ct_9","P","GZ","542a","tr_1","04",10137,"O"
2566,1248,"CDI","ct_6","P","FZ","681a","tr_1","04",9149,"O"
2567,1202,"CDI","ct_9","C","RZ","424a","tr_0","84",15469,"O"
2586,1820,"CDI","ct_9","C","SZ","643a","tr_1","05",17991,"O"
2593,731,"CDI","ct_9","C","QA","431f","tr_5","04",20212,"O"
2603,1743,"CDI","ct_9","C","FZ","382c","tr_3","05",36039,"O"
2614,1641,"CDI","ct_9","C","FZ","461b","tr_1","05",30939,"O"
2623,1429,"CDI","ct_8","C","QA","526a","tr_6","05",34610,"O"
2625,1820,"CDI","ct_9","C","FZ","477b","tr_1","04",30452,"O"
2641,1820,"CDI","ct_8","C","PZ","422c","tr_3","05",17344,"O"
2654,1215,"CDI","ct_9","P","CK","674d","tr_1","05",10234,"O"
2657,1672,"CDI","ct_7","N","TZ","563c","tr_1","05",16840,"O"
2668,1820,"CDI","ct_9","C","QA","373d","tr_5","04",48547,"O"
2675,910,"CDI","ct_8","P","SZ","435b","tr_1","05",9313,"O"
2680,1638,"CDI","ct_9","P","GZ","373c","tr_1","05",59854,"O"
2685,1591,"CDI","ct_9","C","FZ","632g","tr_2","05",27220,"O"
2707,1276,"CDI","ct_8","P","QB","431f","tr_4","05",22815,"O"
2710,1494,"CDI","ct_9","P","HZ","477b","tr_4","05",19451,"O"
2713,646,"TOA","ct_8","C","SZ","541b","tr_1","05",6419,"O"
2715,1862,"CDI","ct_9","C","HZ","643a","tr_4","05",20622,"O"
2716,1115,"TOA","ct_9","C","CA","636c","tr_1","05",8790,"O"
2720,1428,"CDI","ct_8","P","SZ","543f","tr_1","05",14919,"O"
2726,1820,"CDI","ct_9","C","DZ","625h","tr_3","05",26448,"O"
2745,126,"CDI",NA,"C","IZ","561f",NA,"05",1065,"O"
2750,1167,"AUT","ct_8","C","QB","691e","tr_4","05",4224,"O"
2757,1820,"CDI","ct_8","C","OZ","542a","tr_5","05",23324,"O"
2768,1452,"CDI","ct_2","P","OZ","524c","tr_1","05",14573,"O"
2772,1365,"CDI","ct_2","C","SZ","472d","tr_3","05",13065,"O"
2773,1820,"CDI","ct_8","C","MA","373d","tr_5","84",40126,"O"
2800,1258,"CDI","ct_9","C","IZ","461d","tr_6","06",22007,"O"
2832,1830,"CDI","ct_3","C","QA","451h","tr_5","06",28132,"O"
2834,1037,"CDD","ct_9","C","JA","542a","tr_2","06",12702,"O"
2836,2028,"CDI","ct_9","C","LZ","542a","tr_1","06",23965,"O"
2839,600,"AUT","ct_9","N","GZ","463e","tr_4","06",5531,"O"
2840,693,"TOA","ct_9","C","IZ","561f","tr_1","06",7521,"O"
2841,204,"CDI",NA,"N","QA","344b",NA,"06",1235,"O"
2861,1615,"CDI","ct_9","P","KZ","376c","tr_1","06",28843,"O"
2865,330,"CDI",NA,"C","FZ","681b",NA,"06",3543,"O"
2866,152,"CDI",NA,"C","OZ","333a",NA,"06",2215,"O"
2867,1743,"AUT","ct_9","C","JB","478d","tr_5","06",33865,"O"
2869,159,"CDI","ct_9","C","MC","685a","tr_1","06",6434,"X"
2870,1214,"AUT","ct_9","C","JB","478d","tr_5","06",25391,"O"
2876,1985,"CDI","ct_9","C","NZ","534a","tr_5","06",19710,"O"
2878,1138,"CDI","ct_8","C","RZ","424a","tr_1","06",15584,"O"
2881,785,"CDI","ct_9","C","CC","675c","tr_0","06",10541,"O"
2891,1214,"CDI","ct_9","P","GZ","373d","tr_3","06",33053,"O"
2893,1517,"AUT","ct_1","C","OZ","333b","tr_1","06",39352,"O"
2901,242,"CDI","ct_9","P","MC","526b","tr_1","06",5314,"O"
2912,2028,"CDI","ct_9","C","MA","472a","tr_2","06",44690,"O"
2915,526,"CDI","ct_7","N","QB","563b","tr_1","06",4812,"O"
2922,1821,"CDI","ct_9","C","QA","432b","tr_4","06",27087,"O"
2924,380,"CDI","ct_8","P","QA","311c","tr_3","06",11460,"O"
2928,1557,"CDI","ct_9","C","CM","461b","tr_1","06",17720,"O"
2930,1715,"CDI","ct_9","C","FZ","382c","tr_1","06",28397,"O"
2943,818,"CDI","ct_9","C","QA","526e","tr_1","06",9088,"O"
2944,1784,"CDI","ct_9","C","QB","525d","tr_3","06",20965,"O"
2947,1885,"CDI","ct_1","C","PZ","422a","tr_4","06",28890,"O"
2951,320,"CDI","ct_9","P","LZ","561d","tr_4","06",5939,"O"
2966,1282,"CDI","ct_9","C","QA","431f","tr_6","06",25129,"O"
2967,1545,"CDI","ct_9","C","QA","461b","tr_6","06",23121,"O"
2972,1814,"AUT","ct_3","C","QA","431f","tr_6","06",27507,"O"
2976,1820,"CDI","ct_9","C","PZ","423b","tr_2","06",22532,"O"
2978,871,"AUT","ct_9","C","JC","478a","tr_5","06",7907,"X"
2979,1820,"CDI","ct_9","C","CI","387d","tr_6","92",87432,"O"
2981,1230,"CDI","ct_9","C","HZ","643a","tr_3","06",11954,"O"
2985,1976,"CDI","ct_9","C","JC","543f","tr_3","06",19062,"O"
2990,391,"TTP","ct_9","N","NZ","653a","tr_1","06",3953,"O"
2993,1787,"CDI","ct_9","C","CL","387c","tr_6","06",54083,"O"
2997,347,"CDD","ct_9","N","JA","465b","tr_2","75",7859,"O"
3005,1679,"CDI","ct_9","C","HZ","654b","tr_6","06",28764,"O"
3007,1694,"TTP","ct_9","C","NZ","632a","tr_1","06",27238,"O"
3008,700,"CDI","ct_9","P","IZ","561d","tr_4","06",6187,"O"
3010,132,"CDI",NA,"C","QB","431f",NA,"06",1268,"O"
3014,1866,"CDI","ct_9","C","QA","525d","tr_6","06",17839,"O"
3018,1906,"CDI","ct_9","C","KZ","545c","tr_5","06",23091,"O"
3024,1940,"AUT","ct_2","C","QB","526a","tr_6","06",22125,"O"
3027,1820,"CDI","ct_9","C","QB","344b","tr_3","06",57617,"O"
3031,1820,"CDI","ct_8","C","NZ","564a","tr_1","06",19278,"O"
3040,1499,"CDI","ct_3","C","QA","523d","tr_5","06",14619,"O"
3051,3000,"CDI","ct_9","C","QB","526a","tr_3","06",36374,"O"
3061,1402,"CDI","ct_9","C","GZ","374a","tr_1","06",40657,"O"
3065,1213,"TOA","ct_1","C","PZ","523b","tr_6","06",10388,"O"
3070,1111,"CDI","ct_9","P","NZ","552a","tr_3","06",12864,"O"
3079,1820,"CDI","ct_8","C","OZ","451e","tr_4","06",24685,"O"
3086,764,"CDI","ct_8","C","SZ","434f","tr_6","06",7026,"O"
3088,554,"CDI","ct_9","C","LZ","372b","tr_1","06",9454,"O"
3095,1771,"CDI","ct_8","C","SZ","434a","tr_6","06",31318,"O"
3101,1101,"CDD","ct_9","C","GZ","552a","tr_1","06",10422,"O"
3103,518,"CDI","ct_8","C","QB","434e","tr_4","06",8902,"O"
3108,206,"CDI",NA,"C","OZ","524c",NA,"06",2824,"O"
3110,1824,"CDI","ct_9","C","KZ","545b","tr_4","06",30030,"O"
3120,1783,"CDI","ct_9","C","CE","475a","tr_5","06",33497,"O"
3128,668,"CDI","ct_9","P","IZ","561d","tr_3","06",7713,"O"
3129,1647,"CDI","ct_9","C","GZ","554b","tr_2","06",15598,"O"
3131,1783,"CDI","ct_9","C","CE","543f","tr_4","06",22131,"O"
3135,1430,"CDI","ct_8","C","OZ","545d","tr_6","06",25509,"O"
3145,1121,"CDI","ct_9","C","IZ","561f","tr_1","06",8299,"O"
3153,1914,"CDI","ct_9","C","HZ","333c","tr_3","06",33806,"O"
3155,1179,"CDI","ct_8","P","PZ","422c","tr_3","06",17188,"O"
3162,1974,"CDI","ct_9","C","KZ","467a","tr_2","06",28400,"O"
3165,1588,"CDI","ct_9","C","GZ","374a","tr_3","06",24140,"O"
3166,1820,"CDI","ct_8","C","NZ","564a","tr_1","06",17789,"O"
3175,1104,"CDI","ct_9","P","IZ","561e","tr_2","06",8690,"O"
3179,1060,"CDI","ct_8","P","QA","526c","tr_4","06",13223,"O"
3204,1484,"CDI","ct_9","C","HZ","641b","tr_6","06",26085,"O"
3206,1820,"CDI","ct_9","C","FZ","632a","tr_1","06",22189,"O"
3208,574,"CDI",NA,"C","TZ","563c",NA,"06",6371,"O"
3212,370,"CDI",NA,"C","FZ","632a",NA,"06",3175,"O"
3216,528,"CDI","ct_6","C","IZ","636d","tr_3","06",4702,"O"
3221,1820,"CDI","ct_9","C","CJ","672a","tr_3","06",20405,"O"
3222,1494,"APP","ct_9","C","FZ","632f","tr_1","06",9422,"A"
3223,1621,"CDI","ct_9","C","JC","478d","tr_4","06",30118,"O"
3226,491,"CDD","ct_2","P","QB","564b","tr_5","06",12835,"O"
3227,1062,"CDI","ct_9","P","HZ","451a","tr_3","06",13353,"O"
3228,576,"CDI","ct_9","C","FZ","632a","tr_0","06",7166,"O"
3230,1669,"CDI","ct_9","C","FZ","632h","tr_0","06",15051,"O"
3231,2020,"CDI","ct_9","C","GZ","462b","tr_5","06",24925,"O"
3243,1731,"CDI","ct_9","C","QA","542a","tr_1","06",22678,"O"
3248,1820,"CDI","ct_1","C","OZ","524b","tr_5","13",18394,"O"
3253,1821,"CDI","ct_9","C","KZ","545b","tr_6","06",24744,"O"
3258,1040,"CDI","ct_7","N","TZ","563c","tr_0","06",12439,"O"
3262,2774,"AUT","ct_1","C","OZ","532a","tr_6","36",28806,"O"
3266,1820,"CDI","ct_3","C","QB","451h","tr_5","06",27015,"O"
3280,2516,"CDI","ct_9","P","NZ","684a","tr_6","13",19093,"O"
3289,1820,"CDI","ct_9","C","NZ","631a","tr_1","06",19568,"O"
3298,2067,"CDI","ct_9","C","HZ","641a","tr_3","83",21941,"O"
3301,1820,"CDI","ct_8","C","NZ","564a","tr_1","06",27526,"O"
3304,1731,"CDI","ct_9","C","GZ","652a","tr_1","06",34685,"O"
3317,2200,"CDI","ct_9","C","MA","637d","tr_1","06",41108,"O"
3319,1155,"CDI","ct_6","P","QA","526b","tr_1","06",16154,"O"
3338,1820,"CDI","ct_2","C","OZ","451g","tr_6","06",27451,"O"
3350,952,"CDI","ct_8","P","QA","431f","tr_6","06",16611,"O"
3354,1471,"CDI","ct_9","P","GZ","431d","tr_1","06",25950,"O"
3359,812,"CDI","ct_9","C","MA","543b","tr_1","06",13906,"O"
3372,2354,"CDI","ct_9","C","QA","526a","tr_6","06",32706,"O"
3375,1906,"CDI","ct_9","C","CL","387a","tr_6","06",55735,"O"
3376,1800,"CDI","ct_8","C","RZ","465b","tr_3","06",36536,"O"
3378,2028,"CDI","ct_9","C","MA","461e","tr_2","06",55288,"O"
3388,1553,"CDI","ct_9","P","KZ","467a","tr_2","06",47194,"O"
3389,1148,"CDI","ct_9","C","HZ","651b","tr_6","06",11767,"O"
3390,971,"CDI","ct_9","C","JC","388a","tr_0","06",19654,"O"
3401,1820,"CDI","ct_9","C","JB","478d","tr_6","75",27795,"O"
3413,1129,"CDI","ct_9","P","IZ","561b","tr_1","06",11997,"O"
3416,603,"CDI","ct_9","C","GZ","554e","tr_4","06",10345,"O"
3417,1346,"CDI","ct_9","C","GZ","344d","tr_1","06",35095,"O"
3430,2183,"CDI","ct_9","C","CA","636b","tr_2","06",23876,"O"
3432,664,"TTP","ct_9","N","NZ","478d","tr_1","13",6887,"O"
3445,344,"CDD","ct_9","C","LZ","463e","tr_0","06",3932,"O"
3448,669,"CDI","ct_9","P","GZ","554e","tr_1","06",7353,"O"
3467,845,"CDI","ct_9","C","GZ","433d","tr_1","06",9747,"O"
3469,2189,"CDI","ct_9","C","QA","526e","tr_3","06",29207,"O"
3471,983,"CDI","ct_9","C","NZ","534a","tr_5","06",8224,"O"
3481,1658,"CDI","ct_6","P","SZ","542a","tr_1","06",12164,"O"
3484,75,"CDI","ct_1","P","OZ","461e","tr_4","06",6724,"O"
3492,768,"CDI","ct_9","C","SZ","562b","tr_1","06",8572,"O"
3501,1820,"AUT","ct_8","C","QB","676e","tr_5","06",11135,"O"
3504,1819,"CDI","ct_3","C","QA","431e","tr_6","83",24482,"O"
3505,727,"CDI","ct_9","C","GZ","551a","tr_5","06",10360,"O"
3510,1045,"CDI","ct_9","C","NZ","543f","tr_3","06",18442,"O"
3511,1180,"CDI","ct_9","C","GZ","462e","tr_4","06",18381,"O"
3513,1184,"CDI","ct_9","C","GZ","554e","tr_2","06",12853,"O"
3517,2000,"CDI","ct_9","C","LZ","376g","tr_2","06",49859,"O"
3522,1919,"CDI","ct_9","C","SZ","462e","tr_3","06",26676,"O"
3524,1783,"CDI","ct_9","C","MA","543e","tr_3","06",52122,"O"
3526,1605,"CDI","ct_9","C","NZ","461f","tr_1","06",27320,"O"
3533,2084,"CDI","ct_8","C","OZ","388a","tr_4","06",34526,"O"
3535,1547,"CDI","ct_9","C","GZ","553b","tr_5","06",21440,"O"
3538,2222,"CDI","ct_8","P","QB","526d","tr_4","06",21848,"O"
3540,584,"CDI","ct_9","P","LZ","373d","tr_1","06",25270,"O"
3547,1792,"CDI","ct_9","C","DZ","386d","tr_5","06",35628,"O"
3555,2880,"CDI","ct_9","P","NZ","684a","tr_3","06",28290,"O"
3559,2200,"CDI","ct_5","C","EZ","477d","tr_6","06",43928,"O"
3561,1566,"CDI","ct_9","C","MA","431d","tr_5","13",24556,"O"
3563,1433,"CDI","ct_9","P","GZ","551a","tr_3","06",16240,"O"
3573,479,"CDD",NA,"C","TZ","563c",NA,"06",6746,"O"
3574,1299,"CDI","ct_9","C","GZ","676a","tr_1","06",15769,"O"
3576,1820,"CDI","ct_8","C","PZ","341a","tr_4","06",24702,"O"
3584,2184,"CDI","ct_9","C","NZ","534a","tr_5","06",18743,"O"
3599,1820,"CDI","ct_9","C","FZ","632g","tr_1","06",18648,"O"
3606,1527,"CDI","ct_9","C","QA","542a","tr_3","06",21014,"O"
3617,1820,"CDI","ct_9","C","HZ","451a","tr_5","06",20009,"O"
3626,1820,"CDI","ct_9","C","MA","372a","tr_5","92",31536,"O"
3627,152,"CDI",NA,"C","MC","676a",NA,"06",2866,"O"
3632,1757,"CDI","ct_9","C","JB","388e","tr_5","06",58164,"O"
3645,1069,"CDI","ct_9","C","NZ","534a","tr_2","06",11040,"O"
3659,2568,"AUT","ct_3","C","QA","523d","tr_6","06",22204,"O"
3662,1360,"APP","ct_9","C","GZ","682a","tr_2","06",9487,"A"
3669,1123,"CDI","ct_9","C","GZ","462a","tr_1","06",10254,"O"
3674,1820,"AUT","ct_3","C","QA","525d","tr_6","06",20344,"O"
3675,1404,"CDI","ct_9","C","RZ","684a","tr_2","06",13245,"O"
3681,1423,"CDI","ct_9","C","GZ","462c","tr_1","06",13965,"O"
3684,1054,"CDI","ct_9","C","JB","621d","tr_3","06",9360,"O"
3691,1461,"CDI","ct_8","C","QB","526c","tr_1","06",13072,"O"
3692,440,"CDI","ct_9","C","IZ","478d","tr_5","06",9180,"O"
3696,3000,"CDI","ct_7","N","QB","563a","tr_1","06",19355,"O"
3703,1820,"CDI","ct_9","C","CF","385a","tr_6","06",48929,"O"
3708,1349,"CDI","ct_9","C","MA","543b","tr_1","06",18181,"O"
3715,1820,"CDI","ct_9","C","KZ","461f","tr_6","06",37435,"O"
3716,1249,"CDI","ct_9","C","SZ","562b","tr_1","06",13051,"O"
3720,1820,"CDI","ct_1","C","PZ","422a","tr_4","06",23839,"O"
3725,1820,"CDI","ct_4","C","OZ","373b","tr_5","06",80266,"O"
3734,1892,"CDI","ct_9","C","CE","542a","tr_6","06",30317,"O"
3741,1820,"CDI","ct_8","C","PZ","421b","tr_1","06",22682,"O"
3746,1074,"TTP","ct_9","C","NZ","632a","tr_1","06",13933,"O"
3753,1853,"CDI","ct_9","C","GZ","433d","tr_3","06",22396,"O"
3760,172,"CDI",NA,"C","MC","462d",NA,"06",1398,"O"
3761,1867,"CDI","ct_9","C","HZ","451a","tr_5","06",21473,"O"
3764,319,"CDD","ct_9","C","IZ","561f","tr_3","06",2955,"O"
3774,200,"CDI",NA,"P","IZ","636d",NA,"06",2860,"O"
3777,1668,"CDI","ct_9","C","NZ","534a","tr_6","34",13156,"O"
3784,1821,"CDI","ct_9","C","HZ","344b","tr_5","06",76856,"O"
3787,1872,"AUT","ct_3","C","QA","526a","tr_6","06",25472,"O"
3796,1856,"AUT","ct_2","C","QB","523c","tr_6","06",24087,"O"
3803,284,"CDI","ct_9","C","HZ","643a","tr_2","06",4037,"O"
3815,1745,"CDI","ct_8","C","QA","526b","tr_2","06",10707,"O"
3816,586,"CDI","ct_9","P","IZ","561b","tr_1","06",6550,"O"
3820,1820,"CDI","ct_9","C","HZ","333c","tr_5",NA,25083,"O"
3821,1744,"CDI","ct_9","C","HZ","477b","tr_1","83",32621,"O"
3824,1698,"CDI","ct_9","C","GZ","462b","tr_4","06",24999,"O"
3827,1158,"CDI","ct_9","C","GZ","628g","tr_2","06",16791,"O"
3835,1820,"AUT","ct_1","C","OZ","523b","tr_6","06",25566,"O"
3839,1612,"CDI","ct_9","P","JC","388a","tr_3","06",36847,"O"
3857,721,"APP","ct_9","C","IZ","561e","tr_1","06",2924,"A"
3868,1700,"CDI","ct_9","C","GZ","634c","tr_1","06",21276,"O"
3870,1546,"CDI","ct_9","C","GZ","462d","tr_1","06",42905,"O"
3871,1820,"CDI","ct_9","C","JC","388c","tr_6","06",54287,"O"
3899,129,"CDI",NA,"C","TZ","563c",NA,"06",1188,"O"
3910,628,"CDD","ct_9","C","GZ","683a","tr_2","06",4525,"A"
3915,1860,"AUT","ct_2","C","OZ","351a","tr_6","06",30455,"O"
3917,1652,"CDI","ct_8","C","QB","526d","tr_3","06",20421,"O"
3920,1884,"CDI","ct_9","C","MA","543c","tr_1","06",30910,"O"
3926,1574,"CDI","ct_9","C","CJ","380a","tr_6","06",57233,"O"
3928,1825,"CDI","ct_9","C","IZ","388b","tr_6","06",46006,"O"
3939,960,"AUT","ct_8","C","QA","526b","tr_3","06",7101,"X"
3948,1440,"CDI","ct_9","P","QB","525d","tr_3","06",13344,"O"
3964,1554,"CDI","ct_9","C","GZ","477a","tr_2","06",17458,"O"
3967,1191,"AUT","ct_9","C","GZ","634c","tr_5","06",10544,"X"
3969,2028,"AUT","ct_1","C","OZ","532a","tr_6","36",27730,"O"
3977,1754,"CDI","ct_9","C","NZ","631a","tr_1","06",14854,"O"
3978,1942,"CDI","ct_9","C","CE","625c","tr_6","06",29336,"O"
3991,1901,"CDI","ct_9","P","QB","563b","tr_3","06",17277,"O"
3999,1751,"CDI","ct_3","C","QA","526a","tr_6","06",19470,"O"
4001,1556,"CDI","ct_9","C","GZ","643a","tr_2","06",12409,"O"
4010,1377,"CDI","ct_9","C","GZ","462d","tr_3","06",19595,"O"
4016,372,"AUT","ct_1","P","PZ","525b","tr_4","06",3597,"X"
4017,1820,"CDI","ct_9","C","KZ","467a","tr_1","06",32909,"O"
4035,1537,"CDI","ct_8","P","QB","526a","tr_4","06",16673,"O"
4036,1317,"CDI","ct_8","C","OZ","545d","tr_4","06",16444,"O"
4037,703,"CDI","ct_9","P","RZ","564b","tr_5","06",10048,"O"
4039,160,"CDI","ct_6","P","IZ","561d","tr_0","06",1466,"O"
4044,1606,"CDI","ct_9","C","FZ","461f","tr_4","06",31774,"O"
4049,2028,"CDI","ct_9","C","GZ","464a","tr_2","06",20121,"O"
4052,1544,"CDI","ct_9","C","LZ","542a","tr_1","06",19947,"O"
4056,2115,"CDI","ct_9","C","HZ","451a","tr_3","06",27003,"O"
4062,700,"CDI","ct_9","P","NZ","526b","tr_1","06",9811,"O"
4064,1820,"CDI","ct_9","C","NZ","534a","tr_5","06",21116,"O"
4077,1715,"CDI","ct_9","C","KZ","462e","tr_2","06",51052,"O"
4080,1634,"CDI","ct_9","C","LZ","461c","tr_3","06",25530,"O"
4085,1820,"CDI","ct_9","C","NZ","534a","tr_5","06",21073,"O"
4086,1159,"CDI","ct_9","C","IZ","561c","tr_1","06",10029,"O"
4092,1675,"CDI","ct_9","C","GZ","374d","tr_2","06",33919,"O"
4101,596,"CDI","ct_7","N","QB","563b","tr_1","06",8606,"O"
4105,1772,"CDI","ct_9","C","KZ","376d","tr_1","06",40510,"O"
4108,1820,"AUT","ct_2","C","OZ","525a","tr_6","06",20299,"O"
4110,1079,"CDI","ct_9","C","GZ","542a","tr_1","06",14522,"O"
